SlNo,FarmerAge,FarmerEduaction,InvolveWithShrimpFarming,Latitude,Longitude,Zone,PriorLandUse,Area_ha,SoilType,CanalDepth_ft,GherDepth_ft,Operator,FertilizerUse,ChemicalUsePondPreparation,ChemicalUseWaterTreatment,Aerator,GherDryAfterHarvest,SludgeRemovalMethods,SludgeRemovalInterval,MaintainAndRepairDikes,PeriodOfFallow,WaterSource_DirectNatural,WaterSource_IndirectNatural,WaterComingViaOtherFarms,Reservoir,WaterExchangeFrequency,InletOutlet,CultureMethod,SourceOfFingerling,StockingDensity_PL/40MeterSquare,StockingAge_Days,PLQuality,CropRotation,FeedType,FeedAdditives,BirdScare,CrabFench,FootBath,LimitedAccess,SameEquipmentForWholeCultureArea,CulturePractice,Temperature,pH,Salinity,PreviousPrevalence(%),CurrentPrevalance(%),VirusDetected
38,48,Primary,28,22.6647821,89.0897157,Satkhira,3,0.8016194331983806,2,4.0,3.0,1,4,3,1,0,1,3,2,2,30,0,2,0,0,4,1,3,2,615.146021405558,12,2,1,3,0,0,0,0,0,1,2,25.773989292549768,7.5,13.505402932780374,71.3557387206331,100,1
99,27,Higher Secondary,10,22.700224,89.473475,Khulna,1,0.07692307692307693,2,5.0,2.0,1,4,1,1,0,1,2,3,2,30,1,0,0,0,3,1,1,3,91.650130225858,7,2,0,1,0,0,0,0,0,1,2,34.138393414343845,8.0,11.745067523835923,67.30552718606886,50,1
1,50,Primary,18,22.801215,89.550397,Khulna,3,0.18218623481781376,1,7.0,5.0,1,1,1,1,0,1,3,3,2,55,0,2,0,0,3,0,1,1,91.49309837327418,15,2,0,3,1,0,0,0,0,1,2,28.04459675670033,8.0,8.467812443348645,66.74506183541092,0,0
228,55,Primary,13,22.682827,89.465918,Khulna,3,1.0121457489878543,2,5.0,2.0,0,3,1,1,0,1,2,2,2,30,3,0,0,0,1,1,1,2,189.52026087224164,10,2,0,3,0,0,0,0,0,1,2,27.638818291775074,,14.245247639399002,64.21469417873766,0,0
67,48,Primary,18,22.697999,89.415126,Khulna,1,0.4251012145748988,3,3.0,2.0,1,2,1,1,0,1,1,2,2,50,1,0,0,0,4,1,1,2,186.60723565520755,15,3,0,4,0,0,0,0,0,1,2,29.711417068704627,7.0,14.910650892104238,100.0,85,1
129,68,Junior Secondary,45,22.788466,89.335748,Khulna,3,0.631578947368421,3,4.0,3.0,1,3,1,1,0,1,1,3,2,60,2,0,0,0,3,1,1,2,187.9423009541914,10,2,1,3,0,0,0,0,0,1,2,31.554017528050103,7.9,6.770310206146779,46.42277544657395,0,0
7,25,Higher Secondary,10,22.597468,89.739096,Bagerhat,3,0.6072874493927125,2,8.0,3.0,1,4,1,1,0,1,3,2,2,115,1,0,0,0,4,0,1,1,55.33505910537749,30,2,1,4,1,0,0,0,0,1,2,26.095124621073282,7.0,10.222408454049013,30.81245846441351,35,1
86,60,Junior Secondary,30,22.689046,89.477361,Khulna,3,0.16194331983805668,1,3.0,2.0,1,4,1,1,0,1,2,3,2,30,0,4,1,0,4,0,1,1,63.69789068336893,20,2,0,1,0,0,0,0,0,1,2,29.473899218239417,7.0,12.830084122767571,68.01956900192373,45,1
45,29,Secondary,4,22.7404847,89.4649385,Khulna,3,0.2631578947368421,2,6.0,4.0,1,3,3,3,1,1,3,2,2,30,0,1,0,1,2,0,4,2,250.52798011078156,15,1,0,2,1,1,1,1,1,0,1,24.0,8.0,11.519655923363562,19.878750943651404,0,0
128,48,Primary,7,22.78872,89.334755,Khulna,3,0.25101214574898784,2,5.5,3.0,1,4,1,1,0,1,2,3,2,60,1,0,0,0,3,1,1,3,444.0930693174198,8,2,0,4,0,0,0,0,0,1,2,35.407702831327576,7.6,12.260782491758347,35.402684343133586,0,0
156,45,Primary,16,22.64748,89.044991,Satkhira,3,0.26720647773279355,3,3.0,2.0,1,3,1,1,0,1,3,2,2,50,0,4,1,0,1,1,1,2,207.310390806829,28,2,1,1,0,0,0,0,0,1,2,26.113736481643716,6.0,10.696453480877276,38.648382698950485,0,0
77,40,Secondary,10,22.676317,89.409818,Khulna,1,0.30364372469635625,2,3.0,1.0,1,4,1,1,0,1,2,2,2,30,1,0,0,0,3,1,1,2,133.34212608632168,13,3,1,4,0,0,0,0,0,1,2,29.882692398946567,8.0,14.131637050512674,43.11385621288549,0,0
145,61,No,9,22.690644,89.474009,Khulna,3,1.214574898785425,2,4.0,2.0,1,3,1,1,0,1,2,2,2,30,0,2,0,0,3,1,1,2,152.79425832567352,18,2,1,1,0,0,0,0,0,1,2,24.56063552828678,8.0,11.238794207287922,39.84619722580907,0,0
16,28,Secondary,10,22.597498,89.738968,Bagerhat,3,0.8421052631578947,2,7.5,2.5,1,4,3,3,0,1,3,2,2,75,1,0,0,0,4,1,1,1,21.749978408773874,30,2,1,3,1,0,0,0,0,1,2,27.327152747849343,7.5,9.865857908549234,15.0,0,0
232,36,Higher Secondary,2,22.498056,89.644167,Bagerhat,1,40.48582995951417,3,0.0,5.5,0,3,1,3,1,1,1,2,2,75,0,4,1,0,1,0,4,2,480.82050315959873,15,2,0,2,1,0,0,0,0,1,2,29.832264515815407,7.9,6.2060035714248,15.0,0,0
146,35,Bachelor's,3,22.848611,89.470278,Khulna,1,4.2105263157894735,2,0.0,4.5,0,4,3,3,1,1,2,2,2,75,0,1,0,0,1,0,4,2,610.9300377196778,12,1,0,2,1,0,1,1,1,1,1,30.48950655096018,7.8,12.45411944241015,85.52262755436861,90,1
65,55,Higher Secondary,20,22.695308,89.410054,Khulna,3,0.1417004048582996,3,2.0,1.2,1,3,1,3,0,1,3,2,2,45,2,0,0,0,4,0,1,1,280.0422938257824,15,2,1,3,1,0,0,0,0,1,2,27.30774092145944,7.5,13.212697851079302,32.511773132824004,0,0
109,33,Secondary,8,22.78597,89.335551,Khulna,1,0.3562753036437247,2,2.0,3.0,1,4,1,3,0,1,3,2,2,80,0,4,1,0,4,1,1,3,646.0333847275908,10,2,0,2,1,0,0,0,0,1,2,33.24069711696426,7.5,12.637302950051662,41.6294946040578,0,0
37,37,Secondary,22,22.8014033,89.5549314,Bagerhat,3,1.0121457489878543,2,3.0,2.0,1,4,1,1,0,1,5,1,2,45,1,0,0,0,4,1,3,2,194.82469333184872,25,2,1,3,1,0,0,0,0,1,2,29.835002085151906,7.0,10.933655827140978,63.18202289610965,30,1
126,45,Junior Secondary,19,22.772684,89.322776,Khulna,3,1.214574898785425,2,4.5,3.0,1,3,1,1,0,1,3,2,2,30,0,4,1,0,3,0,1,2,455.08147818363585,8,1,0,1,0,0,0,0,0,1,2,33.88522101734969,7.5,9.78980389667931,32.181238552426414,40,1
119,32,Primary,10,22.776041,89.326702,Khulna,3,0.32388663967611336,2,4.0,2.0,1,4,1,1,0,1,1,2,2,75,1,0,0,0,3,1,3,3,204.6569075992681,12,3,0,4,0,0,0,0,0,1,2,31.546239055541534,7.5,6.768378054581586,100.0,0,0
28,38,Secondary,18,22.768674,89.339796,Khulna,3,0.5344129554655871,1,5.0,2.5,0,1,1,1,0,1,2,3,2,45,0,2,0,0,1,1,3,3,207.21277985960384,15,2,1,3,0,0,0,0,0,1,2,24.77849928339118,7.5,6.066712576066832,99.50077378246134,100,1
77,40,Secondary,10,22.676317,89.409818,Khulna,1,0.30364372469635625,2,3.0,1.0,1,4,1,1,0,1,2,2,2,30,1,0,0,0,3,1,1,2,199.12860204211745,13,3,1,4,0,0,0,0,0,1,2,28.623217874384448,8.0,13.399565293541265,55.27693205708825,0,0
143,50,Secondary,30,22.690521,89.473944,Khulna,3,8.906882591093117,3,4.0,2.5,0,4,1,1,0,1,3,2,2,45,0,2,0,0,2,1,1,2,26.992636212060596,18,2,1,1,0,0,0,0,0,1,2,26.27551472313561,9.0,13.676516916752881,61.89964408515118,0,0
139,65,No,16,22.676265,89.474326,Khulna,3,0.22267206477732793,2,6.0,3.0,1,4,1,1,0,1,2,3,2,45,0,4,1,0,3,1,1,2,168.8287220257441,15,2,1,5,0,0,0,0,0,1,2,26.65345279114224,9.0,14.71657418354336,59.34142445196314,0,0
57,60,Secondary,30,22.580687,89.666652,Bagerhat,3,0.242914979757085,1,3.0,2.5,1,1,1,3,0,1,5,1,2,30,0,4,1,0,4,1,1,2,292.30925399194217,30,3,0,4,1,0,0,0,0,1,2,28.050674502198525,7.5,10.531125672403334,100.0,50,1
75,55,Higher Secondary,20,22.676317,89.409818,Khulna,1,1.1133603238866396,3,5.0,2.5,1,3,1,3,0,1,3,2,2,55,2,0,0,0,2,1,1,1,226.33791775580758,8,2,1,3,1,0,0,0,0,1,2,27.012183649029936,7.5,14.489697765232483,42.07223822925013,0,0
56,49,Secondary,13,22.579864,89.704947,Bagerhat,3,0.1214574898785425,1,3.0,1.5,1,3,1,3,0,1,2,2,2,30,1,0,0,0,4,1,3,1,168.87838475213985,15,2,0,4,1,0,0,0,0,1,2,24.9911637254216,9.0,12.772413893055353,26.043095694005363,50,1
128,48,Primary,7,22.78872,89.334755,Khulna,3,0.25101214574898784,2,5.5,3.0,1,4,1,1,0,1,2,3,2,60,1,0,0,0,3,1,1,3,470.40311634634395,8,2,0,4,0,0,0,0,0,1,2,34.2665300483954,7.6,11.825845769432282,29.252699159536547,0,0
29,50,Junior Secondary,12,22.700904,89.457357,Khulna,3,0.14979757085020243,1,2.0,1.0,1,2,1,1,0,1,3,3,2,30,3,0,0,0,1,0,3,1,140.30024839555497,30,2,1,4,0,0,0,0,0,1,2,26.583693865088584,6.0,5.509747840550309,15.0,0,0
159,48,Higher Secondary,18,22.670353,89.050727,Satkhira,3,0.44534412955465585,3,3.0,1.0,1,3,1,1,0,1,3,2,2,45,0,2,0,0,1,1,1,2,364.97621448801027,30,2,1,5,0,0,0,0,1,1,2,26.618266659961904,6.0,2.8274802961677867,35.16904881306943,0,0
85,38,Secondary,5,22.691389,89.4825,Khulna,3,0.15384615384615385,1,4.0,3.0,1,4,1,3,0,1,3,2,2,105,2,0,0,0,4,0,1,1,116.06752423500451,5,1,0,1,0,0,0,0,0,1,2,36.76245300992884,8.6,9.129699444406558,62.178204168378876,70,1
144,40,Junior Secondary,25,22.69052,89.47413,Khulna,3,2.5506072874493926,3,4.0,2.5,0,4,1,1,0,1,1,3,2,30,0,2,0,0,3,0,1,1,88.98592895497899,16,2,1,1,0,0,0,0,0,1,2,25.90075799027796,8.5,13.457049803335856,74.02761791512185,0,0
105,60,Primary,7,22.704591,89.47331,Khulna,3,0.10121457489878542,3,6.5,2.0,1,1,1,3,0,1,1,2,2,75,2,0,0,0,2,0,1,1,111.60665933086534,9,2,1,2,1,0,0,0,0,1,2,32.54501465876109,8.0,9.253095222639722,65.03710120911236,50,1
31,32,Junior Secondary,23,22.703141,89.47335,Khulna,1,0.4048582995951417,1,5.0,3.0,0,1,1,1,0,1,3,2,2,30,0,2,0,0,4,0,1,2,135.3913894305868,15,2,1,3,1,0,0,0,0,1,2,32.00238099259565,,8.417135978529863,100.0,100,1
94,50,Higher Secondary,9,22.756475,89.477223,Khulna,3,0.1417004048582996,2,8.0,6.0,1,3,3,3,1,1,1,2,2,65,0,1,0,1,2,0,4,2,368.5620912758476,8,2,1,2,1,1,1,1,1,0,1,29.30831542832459,7.6,9.870189858301202,80.64193673931247,0,0
135,42,Bachelor's,2,22.761944,89.503611,Khulna,1,3.6437246963562755,2,0.0,4.5,0,4,3,3,1,1,2,2,2,105,0,1,0,1,1,0,4,2,623.7820618823849,15,1,0,2,1,0,1,1,1,0,1,30.141538826720172,7.7,11.365454202190405,22.618981355861855,0,0
79,50,Higher Secondary,25,22.676317,89.409818,Khulna,3,0.30364372469635625,2,4.0,2.0,1,4,1,1,0,1,3,2,2,45,1,0,0,0,4,1,1,1,228.20600412102704,8,2,1,4,0,0,0,0,0,1,2,27.458194021329305,8.5,12.378615195943341,26.542444749841163,100,1
123,35,Higher Secondary,20,22.776288,89.324977,Khulna,3,5.060728744939271,2,5.5,3.0,1,3,1,3,0,1,3,3,2,45,1,0,0,0,3,1,1,2,513.7959873881857,8,1,0,2,1,0,0,0,0,1,2,33.95183930283066,8.0,12.044049231483484,32.27955014566221,35,1
137,35,Primary,10,22.679336,89.477113,Khulna,3,0.1417004048582996,2,4.0,2.5,1,3,1,1,0,1,1,2,1,60,0,2,0,0,3,0,3,2,138.5159849289102,14,2,1,3,0,0,0,0,0,1,2,26.672640888614442,9.0,14.730806766161525,20.395049107156247,0,0
49,60,Higher Secondary,26,22.3945424,89.1768693,Satkhira,3,5.870445344129554,2,2.0,1.0,0,3,1,1,0,1,3,2,2,45,1,0,0,0,4,1,1,2,325.8722565845792,30,2,0,4,0,0,0,0,0,1,2,30.833287992706488,8.0,13.928471655287746,100.0,45,1
156,45,Primary,16,22.64748,89.044991,Satkhira,3,0.26720647773279355,3,3.0,2.0,1,3,1,1,0,1,3,2,2,50,0,4,1,0,1,1,1,2,138.0633907660815,28,2,1,1,0,0,0,0,0,1,2,26.448898668469702,6.0,9.87648048587726,34.98021250703496,0,0
147,35,Bachelor's,3,22.674725,89.474163,Khulna,1,4.2105263157894735,2,0.0,4.5,0,4,3,3,1,1,2,2,2,70,0,1,0,0,1,0,4,2,549.4816146424928,12,1,0,2,1,0,1,1,1,1,1,29.96764891506328,7.8,12.500818802832908,82.46567386289314,90,1
45,29,Secondary,4,22.7404847,89.4649385,Khulna,3,0.2631578947368421,2,6.0,4.0,1,3,3,3,1,1,3,2,2,30,0,1,0,1,2,0,4,2,319.2755191610351,15,1,0,2,1,1,1,1,1,0,1,24.524709142099805,8.0,12.652404088026096,21.157322530370024,0,0
36,41,Secondary,18,22.2949627,89.21106,Satkhira,3,0.9352226720647774,2,3.0,2.0,1,2,3,1,0,1,3,2,2,70,1,0,0,0,4,0,1,2,474.89840154249043,8,2,1,2,1,0,0,0,0,1,2,34.710055976006416,9.0,16.765232478993973,60.69546204202051,30,1
32,45,Junior Secondary,23,22.703668,89.473479,Khulna,3,3.2388663967611335,1,4.0,2.5,1,4,1,1,0,1,3,2,2,75,0,2,0,0,4,0,1,2,113.93661218266963,30,2,1,2,0,0,0,0,0,1,2,30.35845773629954,8.0,12.140633724487117,85.17263000073528,100,1
59,40,Junior Secondary,15,22.581102,89.666654,Bagerhat,3,0.6882591093117408,2,3.0,1.3,1,3,1,1,0,1,1,3,1,45,0,4,1,0,4,1,1,1,150.11639835411637,20,2,1,4,1,0,0,0,0,1,2,29.3694737051951,7.5,13.588342556727321,33.22356811545734,15,1
35,48,Primary,16,22.3461103,89.2092948,Satkhira,3,1.991902834008097,2,4.0,2.0,1,4,3,1,0,1,2,2,2,45,1,0,0,0,4,1,1,2,655.5603889832886,10,2,0,3,1,0,0,0,0,1,2,35.68973948885698,9.0,17.27494709494787,75.78721734338217,30,1
25,40,Primary,10,22.768449,89.34,Khulna,3,0.16194331983805668,1,5.0,2.0,1,3,1,1,0,1,3,2,2,140,0,4,1,0,1,1,3,2,379.94425854214677,7,2,0,3,0,0,0,0,0,1,2,26.05011065360381,8.0,5.547878035590285,100.0,20,1
19,36,Higher Secondary,9,22.768575,89.340143,Khulna,3,0.9311740890688259,2,5.0,2.5,1,1,3,3,0,1,3,2,2,40,2,0,0,0,1,1,3,2,257.61752178831404,25,2,1,3,1,0,0,0,0,1,2,28.361385877316007,7.5,8.290933808145496,67.7030369062459,100,1
225,36,Junior Secondary,10,22.683058,89.462834,Khulna,3,0.30364372469635625,2,3.0,1.5,1,3,1,1,0,1,2,2,2,30,0,2,0,0,4,1,1,2,166.32410778325513,12,2,1,4,0,0,0,0,0,1,2,24.64063592410513,,17.321853236012803,59.28580994906274,40,1
160,50,Junior Secondary,18,22.648034,89.046182,Satkhira,3,0.4048582995951417,3,4.0,1.0,1,3,1,1,0,1,3,2,2,60,0,2,0,0,1,1,3,2,115.70363686326347,25,2,1,5,0,0,0,0,0,1,2,25.19357078364756,5.0,3.0559298770599574,80.85814888611748,0,0
155,17,Secondary,10,22.519653,89.010142,Satkhira,3,0.22267206477732793,3,5.0,2.5,1,3,3,3,0,1,3,2,2,45,0,2,0,0,3,1,1,1,150.8505481395643,18,2,0,5,1,0,0,0,0,1,2,24.883661302314245,9.0,12.032327415428648,68.5759828496378,40,1
97,38,Secondary,15,22.699533,89.474743,Khulna,1,0.3643724696356275,2,3.0,2.0,1,4,1,1,0,1,5,1,1,75,1,0,0,0,3,1,1,3,165.5429908425653,15,2,0,1,0,0,0,0,0,1,2,29.789248702572184,7.8,13.389490205609656,82.8022201938504,50,1
74,37,Junior Secondary,16,22.676344,89.410003,Khulna,3,0.23076923076923078,3,3.0,1.5,1,2,1,3,0,1,3,2,2,30,0,4,1,0,4,0,1,2,112.49485815711454,3,1,1,4,0,0,0,0,0,1,2,37.0,8.2,12.395265308284218,92.69405181288745,90,1
98,60,Junior Secondary,30,22.698333,89.473611,Khulna,1,0.6072874493927125,1,3.5,2.0,1,3,1,1,0,1,3,3,2,75,1,0,0,0,4,0,3,1,114.39753664342216,45,1,0,2,0,0,0,0,0,0,2,35.723543817557584,8.2,10.396202208922222,69.76489353453607,75,1
232,36,Higher Secondary,2,22.498056,89.644167,Bagerhat,1,40.48582995951417,3,0.0,5.5,0,3,1,3,1,1,1,2,2,75,0,4,1,0,1,0,4,2,525.3322086748592,15,2,0,2,1,0,0,0,0,1,2,28.66289710028648,7.9,5.8568714255793495,18.506997968970087,0,0
132,47,Junior Secondary,8,22.788262,89.335302,Khulna,3,2.0242914979757085,2,4.0,3.0,0,3,1,3,0,1,2,2,2,60,0,4,1,0,3,0,1,2,236.63076815099757,12,2,1,3,1,0,0,0,0,1,2,31.697588757469187,8.0,7.524209509312513,15.0,0,0
124,65,Secondary,30,22.773745,89.324073,Khulna,3,1.1619433198380567,3,6.0,3.0,1,3,1,1,0,1,5,1,1,30,1,0,0,0,4,0,3,2,437.15815704804663,12,2,0,4,0,0,0,0,0,0,2,32.36688929305683,7.9,14.099840407592144,97.62042796134033,60,1
22,23,Higher Secondary,9,22.768241,89.340229,Khulna,3,0.5263157894736842,2,5.0,2.5,0,1,1,1,0,1,3,2,2,45,0,2,0,0,1,1,3,2,152.23371107915438,20,2,1,3,0,0,0,0,0,1,2,26.532306408775277,7.0,8.6642263628402,81.06082183078254,0,0
8,28,Primary,10,22.598216,89.729599,Khulna,3,2.0242914979757085,2,5.0,2.0,0,4,1,3,0,1,2,2,2,75,1,0,0,0,4,1,3,2,145.90046686904356,35,2,1,3,1,0,0,0,0,1,2,25.759469680977727,7.5,7.639958439551037,71.94704404409333,35,1
138,30,Secondary,25,22.679382,89.476966,Khulna,3,0.6680161943319838,2,3.0,2.0,1,3,1,3,0,1,2,2,2,45,2,0,0,0,3,0,3,3,113.16035640607548,12,2,1,4,1,0,0,0,0,1,2,27.533116714150978,9.0,10.84539621710337,62.18978463139234,0,0
18,50,Junior Secondary,16,22.768724,89.339533,Khulna,3,0.8097165991902834,3,4.0,1.5,1,3,1,1,0,1,3,2,2,180,0,2,0,0,1,1,3,2,413.57324568146197,15,2,1,3,0,0,0,0,0,1,2,27.154173384248665,7.0,5.299150089639834,30.971551692484475,0,0
145,61,No,9,22.690644,89.474009,Khulna,3,1.214574898785425,2,4.0,2.0,1,3,1,1,0,1,2,2,2,30,0,2,0,0,3,1,1,2,28.434934401979774,18,2,1,1,0,0,0,0,0,1,2,24.175980331631763,8.0,11.973404509181503,44.784365111887276,0,0
88,47,Primary,25,22.689297,89.478548,Khulna,3,0.1214574898785425,3,4.0,2.0,1,4,1,1,0,1,2,3,2,30,0,4,1,0,3,0,1,1,156.95405113175497,15,2,0,1,0,0,0,0,0,1,2,31.58917434583712,7.0,13.153463014422082,83.88318880587171,0,0
140,42,Bachelor's,1,22.660556,89.462222,Khulna,3,2.263157894736842,3,0.0,5.0,0,4,3,3,1,1,2,2,2,105,0,1,0,1,1,0,4,2,569.3828726578506,10,1,0,2,1,0,1,1,1,0,1,30.441652245007226,7.9,15.62146271598778,17.32275074135551,0,0
51,30,Secondary,15,22.3679192,89.1573535,Satkhira,3,0.9392712550607287,2,3.0,2.0,1,3,1,1,0,1,3,3,2,45,1,0,0,0,4,1,1,2,454.5054820257948,25,2,1,4,0,0,0,0,0,1,2,31.07520329715657,8.0,15.303435372215528,100.0,40,1
156,45,Primary,16,22.64748,89.044991,Satkhira,3,0.26720647773279355,3,3.0,2.0,1,3,1,1,0,1,3,2,2,50,0,4,1,0,1,1,1,2,194.78416465114313,28,2,1,1,0,0,0,0,0,1,2,27.018644345897194,6.0,9.104355886663988,36.31711234382874,0,0
13,37,Secondary,9,22.59757,89.726408,Bagerhat,3,0.4048582995951417,2,5.0,2.0,0,4,1,1,0,1,1,3,2,75,1,0,0,0,4,0,3,2,20.0,32,2,1,3,0,0,0,0,0,1,2,24.244673308354756,7.5,6.781564284457012,32.4254678788566,0,0
13,37,Secondary,9,22.59757,89.726408,Bagerhat,3,0.4048582995951417,2,5.0,2.0,0,4,1,1,0,1,1,3,2,75,1,0,0,0,4,0,3,2,53.63242038785158,32,2,1,3,0,0,0,0,0,1,2,24.0708474800836,7.5,8.161769003134333,33.064239737513276,0,0
114,53,Secondary,20,22.792105,89.333387,Khulna,1,0.728744939271255,3,5.0,2.0,1,4,3,3,0,1,3,3,2,45,1,0,0,0,2,1,1,2,215.00319902650017,8,1,0,2,1,0,0,0,0,1,2,32.603184334158534,8.5,11.144931703769839,44.599103881641085,85,1
66,37,Primary,12,22.676344,89.410003,Khulna,3,0.25303643724696356,3,3.5,2.0,1,1,1,3,0,1,3,2,2,45,0,4,1,0,4,1,1,2,137.5469006411586,7,1,1,4,0,0,0,0,0,0,2,37.0,9.0,11.461981056666655,100.0,90,1
138,30,Secondary,25,22.679382,89.476966,Khulna,3,0.6680161943319838,2,3.0,2.0,1,3,1,3,0,1,2,2,2,45,2,0,0,0,3,0,3,3,127.87359485059541,12,2,1,4,1,0,0,0,0,1,2,27.460952071083327,9.0,11.570928800419422,61.42663846188612,0,0
47,48,Secondary,9,22.3545956,89.1743198,Satkhira,3,4.008097165991903,2,5.0,2.5,1,3,1,1,0,1,3,2,2,55,1,0,0,0,4,1,1,2,493.4909146319136,25,2,1,4,1,0,0,0,0,1,2,32.19975925516924,8.0,17.055421975881874,98.36342280373033,35,1
104,22,Diploma,1,22.701944,89.472222,Khulna,1,0.22267206477732793,1,7.0,5.0,1,4,1,3,0,1,2,3,2,50,0,4,1,0,1,0,3,2,203.43222776414711,7,2,0,1,0,0,0,0,0,0,2,33.572697712678405,7.8,11.714495515068279,19.960273412359285,0,0
175,58,Primary,30,22.52017,89.010264,Satkhira,3,1.1336032388663968,3,4.5,2.0,1,3,1,1,0,1,2,2,2,50,0,2,0,0,2,1,1,2,112.22598644033337,15,2,0,1,0,0,0,0,0,1,2,26.421449996928526,9.0,13.973734057761218,74.87129218598274,0,0
115,58,Primary,25,22.79258,89.336812,Khulna,3,0.4048582995951417,2,5.0,3.0,1,4,1,1,0,1,5,1,2,105,2,0,0,0,1,1,1,3,287.3782480853939,10,3,0,3,0,0,0,0,0,0,2,31.479348871345152,7.6,7.5354707288906795,100.0,0,0
24,46,Secondary,10,22.768649,89.340042,Khulna,3,1.3360323886639676,2,6.0,3.0,0,1,1,1,0,1,2,3,2,45,2,0,0,0,1,1,3,2,192.23166585346718,22,2,1,4,0,0,0,0,0,1,2,28.157527648907966,7.2,5.822953120886804,95.92715126462268,50,1
122,50,No,20,22.775381,89.327365,Khulna,3,1.417004048582996,2,5.5,2.0,1,3,1,3,0,1,3,2,2,45,1,0,0,0,2,1,1,2,604.9105178267666,8,2,0,2,1,0,0,0,0,1,2,34.26816994155739,8.0,11.129537582603742,34.05453366110854,40,1
109,33,Secondary,8,22.78597,89.335551,Khulna,1,0.3562753036437247,2,2.0,3.0,1,4,1,3,0,1,3,2,2,80,0,4,1,0,4,1,1,3,638.4994197898417,10,2,0,2,1,0,0,0,0,1,2,31.46086811509376,7.5,11.937817266436982,39.47946527784441,0,0
12,33,Secondary,15,22.592553,89.742362,Bagerhat,3,1.0121457489878543,2,6.0,3.0,1,3,1,1,0,1,2,3,2,40,1,0,0,0,4,1,3,2,154.07701912338285,15,2,1,3,1,0,0,0,0,1,2,25.021497010330187,7.0,7.476069428244824,15.0,100,1
52,42,Primary,14,22.3654688,89.1883043,Satkhira,3,2.672064777327935,2,3.0,1.5,1,3,1,1,0,1,2,2,2,45,1,0,0,0,4,1,1,2,968.4036583977031,35,2,0,4,0,0,0,0,0,1,2,28.36670394662042,7.5,15.179124703841657,43.19895933729944,90,1
215,29,Secondary,12,22.683779,89.465372,Khulna,3,0.8097165991902834,2,6.0,2.0,0,4,1,1,0,0,2,2,2,45,0,4,1,0,1,1,1,2,117.47022213775833,15,1,0,4,1,0,0,0,0,1,2,28.778888411686353,5.0,9.357306870299858,38.899786398545764,0,1
44,54,Higher Secondary,11,22.7915117,89.7323503,Bagerhat,3,0.3643724696356275,3,4.0,4.0,1,3,3,3,1,1,3,2,2,50,0,1,0,1,2,0,4,2,379.62554032783873,25,1,0,2,1,1,1,1,1,0,1,24.97127861382288,8.0,12.321204575052546,15.60518871365813,0,0
68,47,Higher Secondary,21,22.695338,89.410097,Khulna,3,0.9311740890688259,3,3.0,2.0,1,3,1,3,0,1,1,2,2,30,1,0,0,0,3,0,1,2,87.40401184706671,13,2,1,3,1,0,0,0,0,1,2,28.713130515816175,8.0,13.833624692148161,34.84595470136473,20,1
73,32,Primary,15,22.695229,89.410033,Khulna,1,1.0121457489878543,3,2.5,1.4,1,3,1,1,0,1,3,3,2,75,0,4,1,0,3,0,1,1,164.35018435129564,14,2,1,3,0,0,0,0,0,0,2,27.61649370796811,8.0,13.516360544449359,48.069127433904576,40,1
10,50,Primary,10,22.596792,89.735502,Bagerhat,3,4.048582995951417,2,4.0,3.0,1,3,1,1,0,1,2,2,2,50,1,0,0,0,4,1,3,2,123.1463958892475,15,2,1,3,1,0,0,0,0,1,2,24.415358368251244,8.0,5.7466506039092735,40.03489771109983,100,1
65,55,Higher Secondary,20,22.695308,89.410054,Khulna,3,0.1417004048582996,3,2.0,1.2,1,3,1,3,0,1,3,2,2,45,2,0,0,0,4,0,1,1,268.5227667877242,15,2,1,3,1,0,0,0,0,1,2,28.288279629200318,7.5,12.519271079074421,31.586685874477304,0,0
60,32,Higher Secondary,15,22.582054,89.666057,Bagerhat,3,0.145748987854251,1,5.0,3.0,1,1,1,3,0,1,3,2,2,55,0,4,1,0,3,1,1,1,353.4069967285776,30,2,0,3,1,0,0,0,0,1,2,28.381397372170195,7.0,12.278416663251242,100.0,45,1
121,28,Higher Secondary,25,22.77351,89.326545,Khulna,3,0.2834008097165992,3,3.0,2.0,1,1,1,1,0,1,2,3,2,30,0,4,1,0,4,1,3,2,240.94097152065305,8,2,0,1,0,0,0,0,0,0,2,31.218259167166536,8.0,12.167769130047754,94.61210003353652,45,1
13,37,Secondary,9,22.59757,89.726408,Bagerhat,3,0.4048582995951417,2,5.0,2.0,0,4,1,1,0,1,1,3,2,75,1,0,0,0,4,0,3,2,68.99308035135763,32,2,1,3,0,0,0,0,0,1,2,24.30534702197158,7.5,7.552970160858874,37.87473731135568,0,0
96,33,Secondary,3,22.70194,89.473803,Khulna,3,0.012145748987854251,2,4.0,2.0,1,2,1,1,0,1,3,3,2,30,0,4,1,0,4,0,3,1,156.0368487831574,9,2,1,4,0,0,0,0,0,1,2,31.574823877128555,8.0,11.549516676298827,17.957165110562734,0,0
20,30,Higher Secondary,9,22.749761,89.321712,Khulna,3,0.6680161943319838,3,3.0,2.5,1,1,3,3,0,1,3,2,2,35,0,2,0,0,1,0,3,1,139.82921894573974,15,2,1,3,1,0,0,0,0,1,2,25.8302553829352,7.5,8.907944049699584,27.106533419622703,15,1
